Date,Open,High,Low,Close,Vol.,Change %
15-Jul-15,17.5,17.71,17.5,17.5,330.84K,0.00%
16-Jul-15,17.71,17.71,17.29,17.5,3.24M,0.00%
17-Jul-15,17.5,17.92,17.5,17.5,1.05M,0.00%
20-Jul-15,17.5,17.71,17.5,17.5,248.16K,0.00%
21-Jul-15,17.5,17.71,17.29,17.5,2.82M,0.00%
22-Jul-15,17.5,17.71,17.29,17.29,1.35M,-1.20%
23-Jul-15,17.08,17.5,17.08,17.29,5.13M,0.00%
24-Jul-15,17.29,17.5,17.08,17.08,196.68K,-1.21%
27-Jul-15,17.08,17.29,17.08,17.08,3.73M,0.00%
28-Jul-15,17.29,17.29,17.08,17.08,352.32K,0.00%
29-Jul-15,17.08,17.29,17.08,17.08,2.35M,0.00%
30-Jul-15,17.08,17.08,16.67,16.88,75.72K,-1.17%
31-Jul-15,16.88,16.88,16,16.46,77.76K,-2.49%
03-Aug-15,16.62,17.08,16.29,16.67,181.80K,1.28%
04-Aug-15,16.67,17.08,15.83,16.88,550.56K,1.26%
05-Aug-15,16.67,16.88,16.25,16.38,1.28M,-2.96%
06-Aug-15,16.88,16.88,15.83,16.33,486.48K,-0.31%
07-Aug-15,16.67,16.88,15.83,16.5,1.67M,1.04%
10-Aug-15,16.67,17.08,16.25,16.58,695.64K,0.48%
11-Aug-15,16.5,16.67,15.42,16.25,639.12K,-1.99%
12-Aug-15,15.88,16.67,15.88,16.33,204.84K,0.49%
13-Aug-15,16.67,16.67,16.25,16.42,737.16K,0.55%
14-Aug-15,16.25,16.5,16.17,16.25,4.00M,-1.04%
17-Aug-15,16.25,16.5,16.25,16.29,682.44K,0.25%
18-Aug-15,16.25,16.33,16.25,16.29,1.01M,0.00%
19-Aug-15,16.33,16.5,16.29,16.29,120.36K,0.00%
20-Aug-15,16.25,16.42,16.25,16.33,349.32K,0.25%
21-Aug-15,16.33,16.42,15.83,16.29,2.75M,-0.24%
24-Aug-15,16.25,16.25,15.83,15.88,67.32K,-2.52%
25-Aug-15,16.29,16.29,15,15.21,260.16K,-4.22%
26-Aug-15,15.33,15.33,14.67,15.12,1.97M,-0.59%
27-Aug-15,15,15.17,14.21,14.79,154.80K,-2.18%
